SOURCE_ID	RA_J2000 [deg]	Dec_J2000 [deg]	Flux_140_MHz [Jy]	Flux_140.2_MHz [Jy]	Flux_140.4_MHz [Jy]	Flux_140.6_MHz [Jy]	Flux_140.8_MHz [Jy]	Flux_141_MHz [Jy]	Flux_141.2_MHz [Jy]	Flux_141.4_MHz [Jy]	Flux_141.6_MHz [Jy]	Flux_141.8_MHz [Jy]	Flux_142_MHz [Jy]	Flux_142.2_MHz [Jy]	Flux_142.4_MHz [Jy]	Flux_142.6_MHz [Jy]	Flux_142.8_MHz [Jy]	Flux_143_MHz [Jy]	Flux_143.2_MHz [Jy]	Flux_143.4_MHz [Jy]	Flux_143.6_MHz [Jy]	Flux_143.8_MHz [Jy]	Flux_144_MHz [Jy]	Flux_144.2_MHz [Jy]	Flux_144.4_MHz [Jy]	Flux_144.6_MHz [Jy]	Flux_144.8_MHz [Jy]	Flux_145_MHz [Jy]	Flux_145.2_MHz [Jy]	Flux_145.4_MHz [Jy]	Flux_145.6_MHz [Jy]	Flux_145.8_MHz [Jy]	Flux_146_MHz [Jy]	Flux_146.2_MHz [Jy]	Flux_146.4_MHz [Jy]	Flux_146.6_MHz [Jy]	Flux_146.8_MHz [Jy]	Flux_147_MHz [Jy]	Flux_147.2_MHz [Jy]	Flux_147.4_MHz [Jy]	Flux_147.6_MHz [Jy]	Flux_147.8_MHz [Jy]	Flux_148_MHz [Jy]	Flux_148.2_MHz [Jy]	Flux_148.4_MHz [Jy]	Flux_148.6_MHz [Jy]	Flux_148.8_MHz [Jy]	Flux_149_MHz [Jy]	Flux_149.2_MHz [Jy]	Flux_149.4_MHz [Jy]	Flux_149.6_MHz [Jy]	Flux_149.8_MHz [Jy]	Flux_150_MHz [Jy]	Flux_150.2_MHz [Jy]	Flux_150.4_MHz [Jy]	Flux_150.6_MHz [Jy]	Flux_150.8_MHz [Jy]	Flux_151_MHz [Jy]	Flux_151.2_MHz [Jy]	Flux_151.4_MHz [Jy]	Flux_151.6_MHz [Jy]	Flux_151.8_MHz [Jy]	Flux_152_MHz [Jy]	Flux_152.2_MHz [Jy]	Flux_152.4_MHz [Jy]	Flux_152.6_MHz [Jy]	Flux_152.8_MHz [Jy]	Flux_153_MHz [Jy]	Flux_153.2_MHz [Jy]	Flux_153.4_MHz [Jy]	Flux_153.6_MHz [Jy]	Flux_153.8_MHz [Jy]	Flux_154_MHz [Jy]	Flux_154.2_MHz [Jy]	Flux_154.4_MHz [Jy]	Flux_154.6_MHz [Jy]	Flux_154.8_MHz [Jy]	Flux_155_MHz [Jy]	Flux_155.2_MHz [Jy]	Flux_155.4_MHz [Jy]	Flux_155.6_MHz [Jy]	Flux_155.8_MHz [Jy]	Flux_156_MHz [Jy]	Flux_156.2_MHz [Jy]	Flux_156.4_MHz [Jy]	Flux_156.6_MHz [Jy]	Flux_156.8_MHz [Jy]	Flux_157_MHz [Jy]	Flux_157.2_MHz [Jy]	Flux_157.4_MHz [Jy]	Flux_157.6_MHz [Jy]	Flux_157.8_MHz [Jy]	Flux_158_MHz [Jy]	Flux_158.2_MHz [Jy]	Flux_158.4_MHz [Jy]	Flux_158.6_MHz [Jy]	Flux_158.8_MHz [Jy]	Flux_159_MHz [Jy]	Flux_159.2_MHz [Jy]	Flux_159.4_MHz [Jy]	Flux_159.6_MHz [Jy]	Flux_159.8_MHz [Jy]
mock10	27.96863955	63.68284212	0.01705519	0.01701300	0.01697098	0.01692912	0.01688742	0.01684588	0.01680451	0.01676329	0.01672224	0.01668134	0.01664060	0.01660002	0.01655959	0.01651932	0.01647920	0.01643923	0.01639942	0.01635976	0.01632025	0.01628089	0.01624168	0.01620262	0.01616370	0.01612494	0.01608632	0.01604784	0.01600951	0.01597133	0.01593329	0.01589539	0.01585763	0.01582001	0.01578254	0.01574520	0.01570800	0.01567094	0.01563402	0.01559724	0.01556059	0.01552408	0.01548770	0.01545146	0.01541535	0.01537937	0.01534353	0.01530781	0.01527223	0.01523678	0.01520146	0.01516626	0.01513120	0.01509626	0.01506145	0.01502676	0.01499221	0.01495777	0.01492346	0.01488928	0.01485522	0.01482128	0.01478746	0.01475376	0.01472019	0.01468674	0.01465340	0.01462019	0.01458709	0.01455411	0.01452125	0.01448850	0.01445587	0.01442336	0.01439096	0.01435868	0.01432651	0.01429445	0.01426251	0.01423068	0.01419896	0.01416735	0.01413586	0.01410447	0.01407319	0.01404203	0.01401097	0.01398002	0.01394917	0.01391844	0.01388781	0.01385729	0.01382687	0.01379656	0.01376635	0.01373625	0.01370625	0.01367635	0.01364655	0.01361686	0.01358727	0.01355778
mock11	126.21568223	4.22769285	11.55275799	11.52476887	11.49688732	11.46911276	11.44144464	11.41388239	11.38642547	11.35907332	11.33182540	11.30468116	11.27764006	11.25070157	11.22386515	11.19713028	11.17049642	11.14396306	11.11752968	11.09119575	11.06496078	11.03882424	11.01278564	10.98684447	10.96100024	10.93525244	10.90960059	10.88404419	10.85858276	10.83321582	10.80794289	10.78276349	10.75767714	10.73268338	10.70778173	10.68297174	10.65825294	10.63362488	10.60908709	10.58463912	10.56028053	10.53601087	10.51182969	10.48773655	10.46373101	10.43981264	10.41598100	10.39223567	10.36857621	10.34500220	10.32151321	10.29810884	10.27478865	10.25155225	10.22839920	10.20532911	10.18234157	10.15943618	10.13661252	10.11387021	10.09120885	10.06862803	10.04612738	10.02370650	10.00136500	9.97910250	9.95691861	9.93481296	9.91278517	9.89083487	9.86896167	9.84716522	9.82544513	9.80380105	9.78223261	9.76073945	9.73932121	9.71797753	9.69670806	9.67551244	9.65439032	9.63334136	9.61236521	9.59146151	9.57062994	9.54987014	9.52918179	9.50856454	9.48801806	9.46754201	9.44713608	9.42679992	9.40653321	9.38633563	9.36620685	9.34614655	9.32615442	9.30623014	9.28637339	9.26658386	9.24686123	9.22720521
mock12	89.76071491	7.92374013	0.00265978	0.00265037	0.00264100	0.00263168	0.00262240	0.00261317	0.00260399	0.00259485	0.00258575	0.00257670	0.00256769	0.00255873	0.00254982	0.00254094	0.00253211	0.00252332	0.00251458	0.00250587	0.00249721	0.00248859	0.00248002	0.00247148	0.00246299	0.00245453	0.00244612	0.00243775	0.00242941	0.00242112	0.00241287	0.00240465	0.00239648	0.00238834	0.00238025	0.00237219	0.00236417	0.00235619	0.00234824	0.00234034	0.00233247	0.00232463	0.00231684	0.00230908	0.00230136	0.00229367	0.00228602	0.00227840	0.00227082	0.00226328	0.00225577	0.00224830	0.00224086	0.00223345	0.00222608	0.00221875	0.00221144	0.00220417	0.00219694	0.00218974	0.00218257	0.00217543	0.00216833	0.00216126	0.00215422	0.00214721	0.00214024	0.00213329	0.00212638	0.00211950	0.00211265	0.00210583	0.00209905	0.00209229	0.00208556	0.00207887	0.00207220	0.00206557	0.00205896	0.00205239	0.00204584	0.00203932	0.00203283	0.00202637	0.00201994	0.00201354	0.00200717	0.00200082	0.00199450	0.00198821	0.00198195	0.00197572	0.00196951	0.00196333	0.00195718	0.00195105	0.00194495	0.00193888	0.00193284	0.00192682	0.00192083	0.00191486
mock13	66.43661435	56.42423187	0.00019304	0.00019247	0.00019190	0.00019133	0.00019077	0.00019021	0.00018965	0.00018909	0.00018854	0.00018799	0.00018744	0.00018689	0.00018635	0.00018581	0.00018527	0.00018473	0.00018420	0.00018367	0.00018314	0.00018261	0.00018208	0.00018156	0.00018104	0.00018052	0.00018000	0.00017949	0.00017898	0.00017847	0.00017796	0.00017745	0.00017695	0.00017645	0.00017595	0.00017545	0.00017495	0.00017446	0.00017397	0.00017348	0.00017299	0.00017251	0.00017202	0.00017154	0.00017106	0.00017059	0.00017011	0.00016964	0.00016917	0.00016870	0.00016823	0.00016777	0.00016730	0.00016684	0.00016638	0.00016592	0.00016547	0.00016501	0.00016456	0.00016411	0.00016366	0.00016321	0.00016277	0.00016233	0.00016188	0.00016145	0.00016101	0.00016057	0.00016014	0.00015970	0.00015927	0.00015884	0.00015842	0.00015799	0.00015757	0.00015714	0.00015672	0.00015630	0.00015589	0.00015547	0.00015506	0.00015464	0.00015423	0.00015382	0.00015342	0.00015301	0.00015261	0.00015220	0.00015180	0.00015140	0.00015100	0.00015061	0.00015021	0.00014982	0.00014943	0.00014904	0.00014865	0.00014826	0.00014787	0.00014749	0.00014711	0.00014672
mock14	113.92684435	74.40548970	0.00003038	0.00003029	0.00003020	0.00003011	0.00003003	0.00002994	0.00002985	0.00002977	0.00002968	0.00002960	0.00002951	0.00002943	0.00002934	0.00002926	0.00002918	0.00002909	0.00002901	0.00002893	0.00002885	0.00002877	0.00002869	0.00002860	0.00002852	0.00002844	0.00002836	0.00002828	0.00002821	0.00002813	0.00002805	0.00002797	0.00002789	0.00002781	0.00002774	0.00002766	0.00002758	0.00002751	0.00002743	0.00002736	0.00002728	0.00002721	0.00002713	0.00002706	0.00002698	0.00002691	0.00002684	0.00002676	0.00002669	0.00002662	0.00002654	0.00002647	0.00002640	0.00002633	0.00002626	0.00002619	0.00002612	0.00002605	0.00002598	0.00002591	0.00002584	0.00002577	0.00002570	0.00002563	0.00002556	0.00002549	0.00002543	0.00002536	0.00002529	0.00002523	0.00002516	0.00002509	0.00002503	0.00002496	0.00002489	0.00002483	0.00002476	0.00002470	0.00002463	0.00002457	0.00002451	0.00002444	0.00002438	0.00002431	0.00002425	0.00002419	0.00002413	0.00002406	0.00002400	0.00002394	0.00002388	0.00002382	0.00002375	0.00002369	0.00002363	0.00002357	0.00002351	0.00002345	0.00002339	0.00002333	0.00002327	0.00002321
mock15	99.41085787	-30.11620536	0.16837193	0.16803950	0.16770820	0.16737802	0.16704896	0.16672102	0.16639418	0.16606844	0.16574380	0.16542025	0.16509779	0.16477641	0.16445611	0.16413687	0.16381870	0.16350160	0.16318554	0.16287054	0.16255659	0.16224367	0.16193180	0.16162095	0.16131113	0.16100233	0.16069454	0.16038777	0.16008201	0.15977725	0.15947349	0.15917072	0.15886894	0.15856814	0.15826832	0.15796948	0.15767161	0.15737470	0.15707876	0.15678377	0.15648974	0.15619665	0.15590451	0.15561331	0.15532304	0.15503371	0.15474530	0.15445781	0.15417125	0.15388560	0.15360086	0.15331702	0.15303409	0.15275205	0.15247091	0.15219066	0.15191129	0.15163281	0.15135521	0.15107848	0.15080262	0.15052762	0.15025349	0.14998022	0.14970780	0.14943623	0.14916551	0.14889564	0.14862660	0.14835840	0.14809104	0.14782450	0.14755878	0.14729389	0.14702982	0.14676656	0.14650411	0.14624247	0.14598163	0.14572159	0.14546235	0.14520391	0.14494625	0.14468938	0.14443329	0.14417798	0.14392345	0.14366969	0.14341670	0.14316448	0.14291302	0.14266232	0.14241237	0.14216318	0.14191474	0.14166705	0.14142010	0.14117389	0.14092842	0.14068368	0.14043967	0.14019639
mock16	126.52161641	25.98139452	0.00752566	0.00751247	0.00749933	0.00748622	0.00747316	0.00746013	0.00744715	0.00743421	0.00742131	0.00740845	0.00739563	0.00738285	0.00737011	0.00735741	0.00734475	0.00733213	0.00731955	0.00730701	0.00729451	0.00728204	0.00726962	0.00725723	0.00724488	0.00723257	0.00722030	0.00720806	0.00719586	0.00718370	0.00717158	0.00715949	0.00714744	0.00713543	0.00712345	0.00711151	0.00709961	0.00708774	0.00707591	0.00706412	0.00705236	0.00704063	0.00702894	0.00701729	0.00700567	0.00699409	0.00698254	0.00697102	0.00695954	0.00694810	0.00693668	0.00692530	0.00691396	0.00690265	0.00689137	0.00688013	0.00686892	0.00685774	0.00684660	0.00683548	0.00682440	0.00681336	0.00680234	0.00679136	0.00678041	0.00676949	0.00675861	0.00674775	0.00673693	0.00672614	0.00671538	0.00670465	0.00669395	0.00668329	0.00667265	0.00666205	0.00665147	0.00664093	0.00663041	0.00661993	0.00660947	0.00659905	0.00658866	0.00657829	0.00656796	0.00655765	0.00654737	0.00653713	0.00652691	0.00651672	0.00650656	0.00649643	0.00648632	0.00647625	0.00646620	0.00645618	0.00644619	0.00643623	0.00642630	0.00641639	0.00640651	0.00639666
mock17	136.29379947	23.50610677	0.14178126	0.14126878	0.14075887	0.14025153	0.13974673	0.13924447	0.13874472	0.13824746	0.13775268	0.13726038	0.13677052	0.13628309	0.13579808	0.13531548	0.13483526	0.13435742	0.13388193	0.13340879	0.13293798	0.13246947	0.13200327	0.13153935	0.13107770	0.13061831	0.13016116	0.12970624	0.12925353	0.12880302	0.12835470	0.12790855	0.12746455	0.12702271	0.12658300	0.12614540	0.12570991	0.12527652	0.12484521	0.12441596	0.12398877	0.12356362	0.12314050	0.12271940	0.12230030	0.12188320	0.12146807	0.12105492	0.12064372	0.12023447	0.11982715	0.11942175	0.11901826	0.11861667	0.11821696	0.11781913	0.11742317	0.11702906	0.11663679	0.11624635	0.11585773	0.11547092	0.11508590	0.11470268	0.11432123	0.11394155	0.11356362	0.11318744	0.11281300	0.11244028	0.11206927	0.11169997	0.11133236	0.11096644	0.11060219	0.11023961	0.10987868	0.10951940	0.10916175	0.10880573	0.10845133	0.10809853	0.10774733	0.10739772	0.10704969	0.10670323	0.10635834	0.10601499	0.10567319	0.10533292	0.10499418	0.10465695	0.10432123	0.10398702	0.10365429	0.10332305	0.10299328	0.10266497	0.10233812	0.10201273	0.10168877	0.10136624
mock18	35.69310330	-5.48819078	0.27363972	0.27307899	0.27252020	0.27196334	0.27140842	0.27085541	0.27030431	0.26975510	0.26920779	0.26866236	0.26811880	0.26757710	0.26703726	0.26649926	0.26596310	0.26542876	0.26489624	0.26436553	0.26383662	0.26330951	0.26278417	0.26226061	0.26173882	0.26121879	0.26070051	0.26018396	0.25966916	0.25915607	0.25864471	0.25813505	0.25762709	0.25712083	0.25661625	0.25611335	0.25561211	0.25511254	0.25461462	0.25411835	0.25362372	0.25313072	0.25263934	0.25214957	0.25166141	0.25117486	0.25068990	0.25020652	0.24972472	0.24924449	0.24876583	0.24828873	0.24781317	0.24733916	0.24686668	0.24639573	0.24592630	0.24545839	0.24499198	0.24452708	0.24406367	0.24360175	0.24314131	0.24268234	0.24222484	0.24176880	0.24131421	0.24086108	0.24040938	0.23995912	0.23951029	0.23906287	0.23861688	0.23817229	0.23772911	0.23728732	0.23684692	0.23640791	0.23597028	0.23553402	0.23509912	0.23466559	0.23423341	0.23380257	0.23337308	0.23294493	0.23251810	0.23209261	0.23166842	0.23124556	0.23082400	0.23040374	0.22998478	0.22956711	0.22915072	0.22873561	0.22832178	0.22790921	0.22749791	0.22708786	0.22667907	0.22627152
mock19	140.01477409	43.35263189	17.48987150	17.44017373	17.39068772	17.34141227	17.29234619	17.24348828	17.19483738	17.14639231	17.09815192	17.05011505	17.00228056	16.95464731	16.90721417	16.85998004	16.81294378	16.76610430	16.71946051	16.67301130	16.62675561	16.58069236	16.53482047	16.48913890	16.44364658	16.39834249	16.35322556	16.30829479	16.26354914	16.21898760	16.17460915	16.13041280	16.08639756	16.04256242	15.99890642	15.95542857	15.91212790	15.86900346	15.82605429	15.78327944	15.74067797	15.69824894	15.65599142	15.61390448	15.57198722	15.53023872	15.48865807	15.44724437	15.40599673	15.36491427	15.32399610	15.28324135	15.24264915	15.20221863	15.16194894	15.12183922	15.08188863	15.04209633	15.00246147	14.96298324	14.92366080	14.88449334	14.84548004	14.80662010	14.76791271	14.72935707	14.69095240	14.65269789	14.61459278	14.57663628	14.53882762	14.50116604	14.46365077	14.42628105	14.38905614	14.35197528	14.31503773	14.27824276	14.24158963	14.20507761	14.16870598	14.13247402	14.09638101	14.06042625	14.02460902	13.98892864	13.95338439	13.91797560	13.88270157	13.84756161	13.81255506	13.77768123	13.74293945	13.70832906	13.67384940	13.63949980	13.60527962	13.57118821	13.53722491	13.50338909	13.46968011	13.43609734
mock20	115.88185435	-19.81421305	10.84184118	10.81730903	10.79286723	10.76851534	10.74425289	10.72007942	10.69599450	10.67199766	10.64808846	10.62426646	10.60053122	10.57688230	10.55331927	10.52984169	10.50644913	10.48314118	10.45991740	10.43677737	10.41372068	10.39074690	10.36785564	10.34504647	10.32231899	10.29967280	10.27710748	10.25462265	10.23221790	10.20989285	10.18764708	10.16548023	10.14339189	10.12138169	10.09944924	10.07759416	10.05581608	10.03411461	10.01248939	9.99094003	9.96946619	9.94806748	9.92674355	9.90549403	9.88431856	9.86321679	9.84218836	9.82123291	9.80035010	9.77953959	9.75880101	9.73813403	9.71753830	9.69701349	9.67655926	9.65617526	9.63586118	9.61561667	9.59544140	9.57533505	9.55529729	9.53532779	9.51542624	9.49559232	9.47582570	9.45612607	9.43649312	9.41692653	9.39742599	9.37799120	9.35862184	9.33931762	9.32007822	9.30090335	9.28179271	9.26274600	9.24376292	9.22484318	9.20598648	9.18719254	9.16846107	9.14979177	9.13118437	9.11263858	9.09415411	9.07573068	9.05736803	9.03906586	9.02082390	9.00264189	8.98451953	8.96645658	8.94845274	8.93050777	8.91262138	8.89479332	8.87702332	8.85931112	8.84165646	8.82405909	8.80651873	8.78903515
mock21	99.03641098	10.10720081	0.02732351	0.02722205	0.02712111	0.02702068	0.02692077	0.02682137	0.02672248	0.02662409	0.02652621	0.02642882	0.02633192	0.02623552	0.02613960	0.02604417	0.02594921	0.02585474	0.02576074	0.02566722	0.02557416	0.02548157	0.02538944	0.02529778	0.02520657	0.02511581	0.02502551	0.02493565	0.02484624	0.02475728	0.02466875	0.02458066	0.02449301	0.02440579	0.02431899	0.02423263	0.02414668	0.02406116	0.02397606	0.02389137	0.02380710	0.02372324	0.02363978	0.02355673	0.02347409	0.02339184	0.02331000	0.02322855	0.02314749	0.02306682	0.02298654	0.02290665	0.02282714	0.02274802	0.02266927	0.02259090	0.02251290	0.02243527	0.02235802	0.02228113	0.02220461	0.02212845	0.02205265	0.02197721	0.02190213	0.02182740	0.02175303	0.02167900	0.02160533	0.02153199	0.02145901	0.02138636	0.02131406	0.02124209	0.02117046	0.02109916	0.02102819	0.02095756	0.02088725	0.02081726	0.02074761	0.02067827	0.02060925	0.02054056	0.02047217	0.02040411	0.02033635	0.02026891	0.02020178	0.02013495	0.02006843	0.02000221	0.01993630	0.01987068	0.01980536	0.01974034	0.01967562	0.01961119	0.01954705	0.01948320	0.01941963	0.01935636
mock22	29.45163658	-5.61687355	0.03248488	0.03243239	0.03238006	0.03232789	0.03227588	0.03222403	0.03217233	0.03212079	0.03206940	0.03201817	0.03196709	0.03191617	0.03186539	0.03181477	0.03176431	0.03171399	0.03166382	0.03161380	0.03156393	0.03151420	0.03146463	0.03141520	0.03136591	0.03131678	0.03126778	0.03121893	0.03117023	0.03112167	0.03107325	0.03102497	0.03097683	0.03092883	0.03088097	0.03083326	0.03078568	0.03073824	0.03069093	0.03064376	0.03059673	0.03054984	0.03050308	0.03045645	0.03040996	0.03036360	0.03031738	0.03027128	0.03022532	0.03017949	0.03013379	0.03008823	0.03004279	0.02999748	0.02995229	0.02990724	0.02986231	0.02981751	0.02977284	0.02972829	0.02968387	0.02963957	0.02959540	0.02955135	0.02950742	0.02946362	0.02941994	0.02937638	0.02933294	0.02928963	0.02924643	0.02920335	0.02916039	0.02911756	0.02907483	0.02903223	0.02898975	0.02894738	0.02890513	0.02886299	0.02882097	0.02877906	0.02873727	0.02869560	0.02865403	0.02861258	0.02857125	0.02853002	0.02848891	0.02844791	0.02840702	0.02836624	0.02832557	0.02828500	0.02824455	0.02820421	0.02816398	0.02812385	0.02808383	0.02804392	0.02800412	0.02796442
mock23	69.29213256	-14.60009578	0.00314552	0.00313620	0.00312693	0.00311770	0.00310851	0.00309936	0.00309025	0.00308118	0.00307215	0.00306316	0.00305421	0.00304530	0.00303642	0.00302758	0.00301878	0.00301002	0.00300130	0.00299261	0.00298396	0.00297535	0.00296678	0.00295824	0.00294974	0.00294127	0.00293284	0.00292444	0.00291609	0.00290776	0.00289947	0.00289122	0.00288300	0.00287482	0.00286667	0.00285855	0.00285047	0.00284242	0.00283441	0.00282643	0.00281848	0.00281056	0.00280268	0.00279483	0.00278702	0.00277923	0.00277148	0.00276376	0.00275607	0.00274842	0.00274079	0.00273320	0.00272564	0.00271811	0.00271060	0.00270313	0.00269569	0.00268829	0.00268091	0.00267356	0.00266624	0.00265895	0.00265169	0.00264446	0.00263725	0.00263008	0.00262294	0.00261582	0.00260874	0.00260168	0.00259465	0.00258765	0.00258067	0.00257373	0.00256681	0.00255992	0.00255305	0.00254622	0.00253941	0.00253262	0.00252587	0.00251914	0.00251244	0.00250576	0.00249911	0.00249249	0.00248589	0.00247932	0.00247277	0.00246625	0.00245976	0.00245329	0.00244684	0.00244042	0.00243403	0.00242766	0.00242131	0.00241499	0.00240870	0.00240243	0.00239618	0.00238995
mock24	47.46876884	22.47884148	7.42406770	7.40426779	7.38454881	7.36491030	7.34535182	7.32587293	7.30647319	7.28715218	7.26790946	7.24874461	7.22965720	7.21064680	7.19171301	7.17285541	7.15407358	7.13536711	7.11673559	7.09817863	7.07969582	7.06128676	7.04295105	7.02468831	7.00649813	6.98838014	6.97033394	6.95235915	6.93445540	6.91662230	6.89885949	6.88116657	6.86354320	6.84598899	6.82850358	6.81108662	6.79373773	6.77645656	6.75924276	6.74209596	6.72501583	6.70800200	6.69105414	6.67417190	6.65735494	6.64060291	6.62391549	6.60729233	6.59073310	6.57423746	6.55780511	6.54143569	6.52512889	6.50888440	6.49270187	6.47658101	6.46052149	6.44452299	6.42858522	6.41270784	6.39689056	6.38113308	6.36543508	6.34979626	6.33421633	6.31869498	6.30323192	6.28782685	6.27247948	6.25718952	6.24195669	6.22678068	6.21166122	6.19659803	6.18159082	6.16663931	6.15174322	6.13690228	6.12211621	6.10738474	6.09270759	6.07808450	6.06351520	6.04899943	6.03453691	6.02012739	6.00577060	5.99146628	5.97721418	5.96301403	5.94886559	5.93476860	5.92072280	5.90672796	5.89278381	5.87889011	5.86504662	5.85125309	5.83750928	5.82381494	5.81016985	5.79657375
mock25	70.52807274	-37.47467720	0.00019511	0.00019477	0.00019444	0.00019411	0.00019377	0.00019344	0.00019311	0.00019278	0.00019245	0.00019212	0.00019180	0.00019147	0.00019115	0.00019082	0.00019050	0.00019018	0.00018986	0.00018954	0.00018922	0.00018890	0.00018859	0.00018827	0.00018796	0.00018764	0.00018733	0.00018702	0.00018671	0.00018640	0.00018609	0.00018578	0.00018547	0.00018517	0.00018486	0.00018456	0.00018425	0.00018395	0.00018365	0.00018335	0.00018305	0.00018275	0.00018245	0.00018215	0.00018186	0.00018156	0.00018127	0.00018097	0.00018068	0.00018039	0.00018010	0.00017981	0.00017952	0.00017923	0.00017894	0.00017866	0.00017837	0.00017808	0.00017780	0.00017752	0.00017723	0.00017695	0.00017667	0.00017639	0.00017611	0.00017583	0.00017555	0.00017528	0.00017500	0.00017473	0.00017445	0.00017418	0.00017390	0.00017363	0.00017336	0.00017309	0.00017282	0.00017255	0.00017228	0.00017201	0.00017175	0.00017148	0.00017122	0.00017095	0.00017069	0.00017043	0.00017016	0.00016990	0.00016964	0.00016938	0.00016912	0.00016886	0.00016860	0.00016835	0.00016809	0.00016783	0.00016758	0.00016732	0.00016707	0.00016682	0.00016657	0.00016631
mock26	29.82156987	9.58655451	0.31525035	0.31409793	0.31295136	0.31181059	0.31067560	0.30954634	0.30842278	0.30730488	0.30619260	0.30508591	0.30398477	0.30288915	0.30179901	0.30071431	0.29963502	0.29856111	0.29749254	0.29642928	0.29537129	0.29431855	0.29327101	0.29222864	0.29119142	0.29015931	0.28913227	0.28811028	0.28709330	0.28608131	0.28507426	0.28407214	0.28307490	0.28208253	0.28109498	0.28011223	0.27913425	0.27816101	0.27719248	0.27622863	0.27526943	0.27431485	0.27336487	0.27241945	0.27147857	0.27054220	0.26961032	0.26868289	0.26775989	0.26684129	0.26592706	0.26501718	0.26411162	0.26321035	0.26231336	0.26142061	0.26053207	0.25964773	0.25876755	0.25789151	0.25701959	0.25615176	0.25528800	0.25442828	0.25357258	0.25272088	0.25187314	0.25102935	0.25018949	0.24935352	0.24852144	0.24769320	0.24686880	0.24604821	0.24523140	0.24441836	0.24360905	0.24280347	0.24200158	0.24120337	0.24040882	0.23961790	0.23883059	0.23804687	0.23726672	0.23649011	0.23571704	0.23494748	0.23418140	0.23341879	0.23265962	0.23190389	0.23115156	0.23040261	0.22965704	0.22891482	0.22817592	0.22744034	0.22670805	0.22597903	0.22525326	0.22453073
mock27	66.81726076	22.83936626	0.08125799	0.08095332	0.08065022	0.08034869	0.08004871	0.07975027	0.07945337	0.07915799	0.07886412	0.07857176	0.07828089	0.07799150	0.07770359	0.07741714	0.07713215	0.07684860	0.07656649	0.07628581	0.07600655	0.07572869	0.07545223	0.07517717	0.07490349	0.07463118	0.07436023	0.07409064	0.07382240	0.07355549	0.07328992	0.07302566	0.07276272	0.07250109	0.07224075	0.07198170	0.07172393	0.07146743	0.07121219	0.07095822	0.07070549	0.07045400	0.07020374	0.06995471	0.06970690	0.06946029	0.06921489	0.06897068	0.06872766	0.06848583	0.06824516	0.06800566	0.06776732	0.06753012	0.06729408	0.06705917	0.06682539	0.06659273	0.06636119	0.06613076	0.06590143	0.06567320	0.06544606	0.06522000	0.06499502	0.06477110	0.06454825	0.06432646	0.06410571	0.06388601	0.06366735	0.06344972	0.06323312	0.06301753	0.06280296	0.06258939	0.06237683	0.06216526	0.06195467	0.06174508	0.06153646	0.06132881	0.06112212	0.06091640	0.06071163	0.06050781	0.06030493	0.06010299	0.05990199	0.05970190	0.05950274	0.05930450	0.05910717	0.05891074	0.05871521	0.05852057	0.05832683	0.05813397	0.05794198	0.05775087	0.05756063	0.05737126
mock28	63.83201281	-16.76870229	0.00006318	0.00006293	0.00006267	0.00006242	0.00006217	0.00006192	0.00006167	0.00006142	0.00006118	0.00006093	0.00006069	0.00006045	0.00006021	0.00005997	0.00005973	0.00005949	0.00005926	0.00005902	0.00005879	0.00005856	0.00005833	0.00005810	0.00005787	0.00005764	0.00005742	0.00005719	0.00005697	0.00005675	0.00005652	0.00005630	0.00005609	0.00005587	0.00005565	0.00005544	0.00005522	0.00005501	0.00005480	0.00005459	0.00005438	0.00005417	0.00005396	0.00005375	0.00005355	0.00005334	0.00005314	0.00005294	0.00005274	0.00005254	0.00005234	0.00005214	0.00005194	0.00005175	0.00005155	0.00005136	0.00005116	0.00005097	0.00005078	0.00005059	0.00005040	0.00005021	0.00005002	0.00004984	0.00004965	0.00004947	0.00004928	0.00004910	0.00004892	0.00004874	0.00004856	0.00004838	0.00004820	0.00004802	0.00004785	0.00004767	0.00004750	0.00004732	0.00004715	0.00004698	0.00004681	0.00004664	0.00004647	0.00004630	0.00004613	0.00004596	0.00004580	0.00004563	0.00004547	0.00004530	0.00004514	0.00004498	0.00004482	0.00004466	0.00004450	0.00004434	0.00004418	0.00004402	0.00004386	0.00004371	0.00004355	0.00004340
